legislature,position_cancidady_code,short_name,name,parties_code,source,observations
11,CCA-PNC,CCA-PNC,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO,"es-1807,es-181",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,CS,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,es-3184,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,DL,DL,DEMOCRÀCIA I LLIBERTAT. CONVERGÈNCIA. DEMÒCRATES. REAGRUPAMENT,"es-71,es-5737,es-1000051",http://www.juntaelectoralcentral.es/cs/jec/doctrina/acuerdos?idacuerdoinstruccion=35480&idsesion=861&template=Doctrina/JEC_Detalle,
11,EAJ-PNV,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,es-170,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,EH BILDU,EH BILDU,EUSKAL HERRIA BILDU,es-4933,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,EN COMÚ,EN COMÚ,EN COMÚ PODEM,"es-5201,es-1875,es-876,es-4940",http://www.juntaelectoralcentral.es/cs/jec/doctrina/acuerdos?idacuerdoinstruccion=35480&idsesion=861&template=Doctrina/JEC_Detalle,
11,ERC-CATSÍ,ERC-CATSI,ESQUERRA REPUBLICANA DE CATALUNYA - CATALUNYA SI,"es-166,es-4708",http://www.juntaelectoralcentral.es/cs/jec/documentos/C1.%20ERC-CATSI.pdf,
11,IU-UPEC,IU-UPEC,"UNIDAD POPULAR: IZQUIERDA UNIDA, UNIDAD POPULAR EN COMÚN, CHUNTA ARAGONESISTA, IZQUIERDA ASTURIANA, BATZARRE-ASAMBLEA DE IZQUIERDAS, CONSTRUYENDO LA IZQUIERDA-ALTERNATIVA SOCIALISTA, ENTRE TOD@S SÍ SE PUEDE CÓRDOBA, SEGOVIEMOS, IZQUIERDA CASTELLANA","es-1309,es-5743,es-810,es-1285,es-1118,es-100012,es-1000053,es-100037,es-2273",http://www.juntaelectoralcentral.es/cs/jec/doctrina/acuerdos?idacuerdoinstruccion=35480&idsesion=861&template=Doctrina/JEC_Detalle,
11,POD-AAA EN COMÚN,PODEMOS-AAA EN COMÚN,PODEMOS-AHORA ALTO ARAGÓN EN COMÚN,"es-4940,es-5967",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PODEMOS,PODEMOS,PODEMOS,es-4940,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PODEMOS-COMPROMÍS,PODEMOS-COMPROMÍS,COMPROMÍS-PODEMOS- ÉS EL MOMENT,"es-1869,es-3771,es-2997,es-4054,es-4940",http://www.juntaelectoralcentral.es/cs/jec/doctrina/acuerdos?idacuerdoinstruccion=35480&idsesion=861&template=Doctrina/JEC_Detalle,
11,PODEMOS-EN MAREA-ANOVA-EU,PODEMOS-En Marea-ANOVA-EU,EN MAREA,"es-4940,es-1821,es-4793",http://www.juntaelectoralcentral.es/cs/jec/doctrina/acuerdos?idacuerdoinstruccion=35480&idsesion=861&template=Doctrina/JEC_Detalle,
11,PP,PP,PARTIDO POPULAR,es-244,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PP-FORO,PP-FORO,PARTIDO POPULAR - FORO,"es-244,es-4321",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PP-PAR,PP-PAR,PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS,"es-244,es-315",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PSC-PSOE,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,es-351,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PSOE,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,PSOE-NCA,PSOE-NCa,PARTIDO SOCIALISTA OBRERO ESPAÑOL - NUEVA CANARIAS,"es-46,es-3021",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2015_CandidaturasProclamadas.pdf,
11,UPN-PP,UPN-PP,UNIÓN DEL PUEBLO NAVARRO EN COALICIÓN CON EL PARTIDO POPULAR,"es-244,es-372",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPNavarra_UPN-PP.pdf,
12,C-P-EUPV,PODEMOS-Compromís-EUPV,Compromís - PODEMOS - EUPV: A la Valenciana,"es-1869,es-3771,es-2997,es-4054,es-1266,es-4940",http://www.juntaelectoralcentral.es/cs/jec/documentos/C7.%20PODEMOS-Comprom%C3%ADs-EUPV.pdf,
12,CCA-PNC,CCA-PNC,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO,"es-1807,es-181",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,CDC,CDC,CONVERGÈNCIA DEMOCRÀTICA DE CATALUNYA,es-71,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,CS,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,es-3184,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,EAJ-PNV,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,es-170,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,ECP,ECP,EN COMÚ PODEM-GUANYEM EL CANVI,"es-5201,es-5759,es-1875,es-876,es-4940",http://www.juntaelectoralcentral.es/cs/jec/documentos/C9.%20ECP.pdf,
12,EH BILDU,EH BILDU,EUSKAL HERRIA BILDU,es-4933,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,EM-P-A-EU,PODEMOS-EU-MAS,"PODEMOS-EU-MAS, EIVISSA I FORMENTERA","es-4940,es-1309,es-4793",http://www.juntaelectoralcentral.es/cs/jec/documentos/C8.%20PODEMOS%20-%20EN%20MAREA%20-%20ANOVA%20-%20EU.pdf,
12,ERC-CATSÍ,ERC-CATSI,ESQUERRA REPUBLICANA/CATALUNYA SÍ,"es-166,es-4708",http://www.juntaelectoralcentral.es/cs/jec/documentos/C1.%20ERC-CATSI.pdf,
12,GBAI,GBAI,GEROA BAI,"es-170,es-4487",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPNavarra_GBAI.pdf,
12,H-RTS-Ln,H-RTS-Ln,HEGOALDE RIOJA - LIBERTAD NAVARRA,"es-5537,es-4882",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPRioja_HEGOALDERIOJA.pdf,
12,PP,PP,PARTIDO POPULAR,es-244,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PP-FORO,PP-FORO,PARTIDO POPULAR - FORO,"es-244,es-4321",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PP-PAR,PP-PAR,PARTIDO POPULAR EN COALICIÓN CON EL PARTIDO ARAGONÉS,"es-244,es-315",http://www.juntaelectoralcentral.es/cs/jec/documentos/C4.%20PP-PAR.pdf,
12,PSC-PSOE,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,es-351,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PSDG-PSOE,PSDG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PSE-EE-PSOE,PSE-EE-PSOE,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA,es-1356,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PSOE,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2016_CandidaturasProclamadas.pdf,
12,PSOE-NCA,PSOE-NCa,PARTIDO SOCIALISTA OBRERO ESPAÑOL-NUEVA CANARIAS,"es-46,es-3021",http://www.juntaelectoralcentral.es/cs/jec/documentos/C3.%20PSOE-NCa.pdf,
12,SI,SI,SOBIRANIA PER A LES ILLES,"es-1739,es-1739",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPBalears_SOBIRANIA.pdf,
12,UP,PODEMOS-IU-EQUO-CLIAS,UNIDOS PODEMOS,"es-4940,es-1309,es-4338,es-1000043,es-1118,es-5743,es-1285,es-100012,es-100037,es-2273,es-4528",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=1611,
12,UPM,PODEMOS-EU-MAS,"PODEMOS-EU-MAS, EIVISSA I FORMENTERA","es-4940,es-1775,es-4846",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPBalears_PODEMOS-EU-MAS.pdf,
12,UPN-PP,UPN-PP,UNIÓN DEL PUEBLO NAVARRO EN COALICIÓN CON EL PARTIDO POPULAR,"es-244,es-372",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPNavarra_UPN-PP.pdf,
13,C:B-I-V,COMPROMÍS 2019,COMPROMÍS: BLOC-INICIATIVA-VERDSEQUO,"es-1869,es-3771,es-2997,es-4054",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,CCA-PNC,CCA-PNC,COALICIÓN CANARIA-PARTIDO NACIONALISTA CANARIO,"es-1807,es-181",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,CS,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,es-3184,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,EAJ-PNV,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,es-170,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,EC-UP,PODEMOS-EU,EN COMÚN-UNIDAS PODEMOS,"es-4940,es-1821",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,ECP,ECP-GUANYEM EL CANVI,EN COMÚ PODEM-GUANYEM EL CANVI,"es-5201,es-5759,es-876,es-1875,es-5756,es-4940",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=2769,
13,EH BILDU,EH BILDU,EUSKAL HERRIA BILDU,es-4933,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,ERC-S,ERC-SOBIRANISTES,ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES,"es-166,es-6151",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=2729,
13,GBAI,GEROA BAI,GEROA BAI,"es-170,es-4487",http://www.juntaelectoralcentral.es/cs/jec/documentos/Pacto%20coalicion%20-%20Navarra%20-%20Geroa%20Bai.pdf,
13,JXCAT-JUNTS,JUNTS,JUNTS,"es-5819,es-71,es-6102",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=2762,
13,NA+,NA+,NAVARRA SUMA,"es-3184,es-372",http://www.juntaelectoralcentral.es/cs/jec/documentos/Pacto%20de%20coalicion%20-%20Navarra%20-%20Navarra%20Suma.pdf,
13,PP,PP,PARTIDO POPULAR,es-244,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PP-FORO,PP-FORO,PARTIDO POPULAR - FORO,"es-244,es-4321",http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PRC,PRC,PARTIDO REGIONALISTA DE CANTABRIA,es-362,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PSC-PSOE,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,es-351,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PSDEG-PSOE,PSDEG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PSE-EE-PSOE,PSE-EE-PSOE,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA,es-1356,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,PSOE,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
13,UP,PODEMOS-IU-EQUO,UNIDAS PODEMOS,"es-4940,es-1309,es-4338,es-1118,es-5967",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=2760,
13,VOX,VOX,VOX,es-4881,http://www.juntaelectoralcentral.es/cs/jec/documentos/GENERALES_2019_Candidaturas%20proclamadas.pdf,
14,¡TERUEL EXISTE!,MÉS COMPROMÍS,TERUEL EXISTE,es-6779,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,BNG,BNG,BLOQUE NACIONALISTA GALEGO,es-1765,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,"CCA-PNC-NC,NC-CCA-PNC",NC-CCa-PNC,NUEVA CANARIAS-COALICIÓN CANARIA,"es-1807,es-3021,es-181",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32442,La coalición ante la JEC solo nombra CCa y Nc. No obstante la candidatura y los diputados tienen las siglas de los tres partidos
14,CS,CS,CIUDADANOS-PARTIDO DE LA CIUDADANIA,es-3184,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,CUP-PR,CUP-PR,CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA,"es-1107,es-5335",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32436,
14,EAJ-PNV,EAJ-PNV,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,es-170,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,EC-UP,PODEMOS-EU,EN COMÚN-UNIDAS PODEMOS,"es-4940,es-1821",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32444,
14,ECP-GUAYEM EL CANVI,ECP-GUANYEM EL CANVI,EN COMÚ PODEM-GUANYEM EL CANVI,"es-5759,es-5756,es-4940",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32440,
14,EH BILDU,EH BILDU,EUSKAL HERRIA BILDU,es-4933,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,ERC-S,ERC-S,ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES,"es-166,es-6151",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32424,
14,GBAI,GBAI,GEROA BAI,"es-170,es-4487",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPNavarra-COALICION%20GEROA%20BAI.pdf,
14,"JXCAT-JUNTS,JXCAT-JUNTS (JUNTS),JXCAT-JUNTS (PDECAT)",JUNTS,JUNTS,"es-5819,es-6102",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32427,
14,MÁS PAÍS-EQUO,MÁS PAÍS-EQUO,MÁS PAÍS-EQUO,"es-4338,es-6712",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32446,
14,MÉS COMPROMÍS,MÉS COMPROMÍS,MÉS COMPROMÍS,"es-1869,es-3771,es-2997,es-4054,es-6712",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32447,
14,NA+,NA+,NAVARRA SUMA,"es-3184,es-372",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPNavarra-COALICION%20NAVARRA%20SUMA.pdf,
14,PP,PP,PARTIDO POPULAR,es-244,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,PP-FORO,PP-FORO,PARTIDO POPULAR - FORO,"es-244,es-4321",http://www.juntaelectoralcentral.es/cs/jec/documentos/JEPAsturias-COALICION%20PP-FORO.pdf,
14,PRC,PRC,PARTIDO REGIONALISTA DE CANTABRIA,es-362,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,PSC-PSOE,PSC-PSOE,PARTIT DELS SOCIALISTES DE CATALUNYA,es-351,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,PSDEG-PSOE,PSDEG-PSOE,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,PSE-EE-PSOE,PSE-EE-PSOE,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA,es-1356,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,PSOE,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,es-46,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
14,UP,PODEMOS-IU,UNIDAS PODEMOS,"es-4940,es-1309,es-1118,es-5967",https://app.juntaelectoralcentral.es/svtjec/descargarFichero?tipo=tipoCoalicion&codigoCoalicion=32389,
14,VOX,VOX,VOX,es-4881,http://www.juntaelectoralcentral.es/cs/jec/documentos/Generales_2019-R_Candidaturas%20proclamadas.pdf,
